0, 14.8508
0, 13.8727
1, 13.8727
1, 14.5808
2, 14.5808
2, 14.5808
3, 14.5808
3, 14.8354
4, 14.8354
4, 14.6727
5, 14.6727
5, 14.6727
6, 14.6727
6, 14.6727
7, 14.6727
7, 14.8706
8, 14.8706
8, 14.8706
9, 14.8706
9, 14.8706
10, 14.8706
10, 14.8706
11, 14.8706
11, 14.884
12, 14.884
12, 14.884
13, 14.884
13, 14.884
14, 14.884
14, 14.884
15, 14.884
15, 14.853
16, 14.853
16, 14.853
17, 14.853
17, 14.853
18, 14.853
18, 14.8177
19, 14.8177
19, 14.8695
20, 14.8695
20, 14.8772
21, 14.8772
21, 14.8799
22, 14.8799
22, 14.8545
23, 14.8545
23, 14.8712
24, 14.8712
24, 14.8546
25, 14.8546
25, 14.8546
26, 14.8546
26, 14.874
27, 14.874
27, 14.8838
28, 14.8838
28, 14.8691
29, 14.8691
29, 14.8749
30, 14.8749
30, 14.8711
31, 14.8711
31, 14.8711
32, 14.8711
32, 14.8822
33, 14.8822
33, 14.8791
34, 14.8791
34, 14.8791
35, 14.8791
35, 14.8601
36, 14.8601
36, 14.86
37, 14.86
37, 14.8672
38, 14.8672
38, 14.8775
39, 14.8775
39, 14.8789
40, 14.8789
40, 14.8717
41, 14.8717
41, 14.8717
42, 14.8717
42, 14.8717
43, 14.8717
43, 14.8769
44, 14.8769
44, 14.8769
45, 14.8769
45, 14.8783
46, 14.8783
46, 14.8812
47, 14.8812
47, 14.8808
48, 14.8808
48, 14.8783
49, 14.8783
49, 14.8771
49, 14.8771
