0, 1.0217
100, 1.0217
1, 1.0217
101, 1.0217
2, 1.0217
102, 1.0217
3, 1.0217
103, 1.0217
4, 1.0217
104, 1.0217
5, 1.0217
100, 1.0217
6, 1.0217
101, 1.0217
7, 1.0217
102, 1.0217
8, 1.0217
103, 1.0217
9, 1.0217
104, 1.0217
10, 1.0217
100, 1.0217
11, 1.0217
101, 1.0217
12, 1.0217
102, 1.0217
13, 1.0217
103, 1.0217
14, 1.0217
104, 1.0217
15, 1.0217
100, 1.0217
16, 1.0217
101, 1.0217
17, 1.0217
102, 1.0217
18, 1.0217
103, 1.0217
19, 1.0217
104, 1.0217
20, 1.0217
100, 1.0217
21, 1.0217
101, 1.0217
22, 1.0108
102, 1.0108
23, 1.0217
103, 1.0217
24, 1.0217
104, 1.0217
25, 1.0217
100, 1.0217
26, 1.0217
101, 1.0217
27, 1.0217
102, 1.0217
28, 0.8952
103, 0.8952
29, 1.0217
104, 1.0217
30, 1.0119
100, 1.0119
31, 1.0217
101, 1.0217
32, 1.0217
102, 1.0217
33, 1.0217
103, 1.0217
34, 1.0217
104, 1.0217
35, 1.0217
100, 1.0217
36, 1.0217
101, 1.0217
37, 1.0217
102, 1.0217
38, 1.0217
103, 1.0217
39, 1.0217
104, 1.0217
40, 1.0217
100, 1.0217
41, 1.0217
101, 1.0217
42, 1.0217
102, 1.0217
43, 1.0217
103, 1.0217
44, 1.0217
104, 1.0217
45, 1.0217
100, 1.0217
46, 1.0217
101, 1.0217
47, 1.0217
102, 1.0217
48, 1.0217
103, 1.0217
49, 1.0217
104, 1.0217
50, 1.0217
100, 1.0217
51, 1.0217
101, 1.0217
52, 1.0217
102, 1.0217
53, 1.0217
103, 1.0217
54, 1.0217
104, 1.0217
55, 1.0217
100, 1.0217
56, 1.0217
101, 1.0217
57, 1.0217
102, 1.0217
58, 1.0217
103, 1.0217
59, 1.0217
104, 1.0217
60, 1.0217
100, 1.0217
61, 1.0217
101, 1.0217
62, 1.0217
102, 1.0217
63, 1.0217
103, 1.0217
64, 1.0217
104, 1.0217
65, 1.0217
100, 1.0217
66, 1.0217
101, 1.0217
67, 1.0217
102, 1.0217
68, 1.0217
103, 1.0217
69, 1.0217
104, 1.0217
70, 1.0217
100, 1.0217
71, 1.0217
101, 1.0217
72, 1.0217
102, 1.0217
73, 1.0217
103, 1.0217
74, 1.0217
104, 1.0217
75, 1.0217
100, 1.0217
76, 1.0217
101, 1.0217
77, 1.0217
102, 1.0217
78, 1.0217
103, 1.0217
79, 1.0217
104, 1.0217
80, 1.0217
100, 1.0217
81, 1.0217
101, 1.0217
82, 1.0217
102, 1.0217
83, 1.0217
103, 1.0217
84, 1.0217
104, 1.0217
85, 1.0217
100, 1.0217
86, 1.0217
101, 1.0217
87, 1.0217
102, 1.0217
88, 1.0217
103, 1.0217
89, 1.0217
104, 1.0217
90, 1.0217
100, 1.0217
91, 1.0217
101, 1.0217
92, 1.0217
102, 1.0217
93, 1.0217
103, 1.0217
94, 1.0217
104, 1.0217
95, 1.0217
100, 1.0217
96, 1.0217
101, 1.0217
97, 1.0217
102, 1.0217
98, 1.0217
103, 1.0217
99, 1.0217
104, 1.0217
100, 1.0217
100, 1.0217
101, 1.0217
101, 1.0217
102, 1.0217
102, 1.0217
103, 1.0217
103, 1.0217
104, 1.0217
104, 1.0217
105, 1.0217
105, 1.0217
106, 1.0217
106, 1.0217
107, 1.0217
107, 1.0217
108, 1.0217
108, 1.0217
109, 1.0217
109, 1.0217
110, 1.0217
110, 1.0217
111, 1.0217
111, 1.0217
112, 1.0217
112, 1.0217
113, 1.0217
113, 1.0217
114, 1.0217
114, 1.0217
115, 1.0217
115, 1.0217
116, 1.0217
116, 1.0217
117, 1.0217
117, 1.0217
118, 1.0217
118, 1.0217
119, 1.0217
119, 1.0217
120, 1.0217
120, 1.0217
121, 1.0217
121, 1.0217
122, 1.0217
122, 1.0217
123, 1.0217
123, 1.0217
124, 1.0217
124, 1.0217
125, 1.0217
125, 1.0217
126, 1.0217
126, 1.0217
